Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
2775,G,Against whom was there no charge that deserved death or imprisonment?,Paul,Acts 23:29,Acts,23,29,29
2776,G,To whom did Claudius Lysias also order Paul's accusers to present their case against Paul?,Governor Felix,Acts 23:30,Acts,23,30,30
2777,A,"According to Acts, chapter 23, verse 31, when did the soldiers take Paul with them?",During the night,Acts 23:31,Acts,23,31,31
2778,A,"According to Acts, chapter 23, verse 31, who were carrying out their orders?",The soldiers,Acts 23:31,Acts,23,31,31
2779,A,"According to Acts, chapter 23, verse 31, what were the soldiers carrying out?",Their orders,Acts 23:31,Acts,23,31,31
2780,G,Whom did the soldiers bring as far as Antipatris?,Paul,Acts 23:31,Acts,23,31,31
2781,G,Who took Paul with them during the night and brought him as far as Antipatris?,The soldiers,Acts 23:31,Acts,23,31,31
2782,A,"According to Acts, chapter 23, verse 32, to what did they return?",The barracks,Acts 23:32,Acts,23,32,32
2783,A,"According to Acts, chapter 23, verse 32, whom did they let go on with him?",The cavalry,Acts 23:32,Acts,23,32,32
2784,G,With whom did the soldiers let the cavalry go on?,Paul,Acts 23:32,Acts,23,32,32
2785,A,"According to Acts, chapter 23, verse 33, where did the cavalry arrive?",In Caesarea,Acts 23:33,Acts,23,33,33
2786,G,Whom did the cavalry hand over to the governor?,Paul,Acts 23:33,Acts,23,33,33
2787,X,"In Acts, chapter 23, who was from Cilicia?",Paul,Acts 23:34,Acts,23,34,34
2788,A,"According to Acts, chapter 23, verse 34, who read the letter?",The governor,Acts 23:34,Acts,23,34,34
2789,G,From what province was Paul?,Cilicia,Acts 23:34,Acts,23,34,34
2790,G,To where did the high priest Ananias go down with some of the elders and a lawyer named Tertullus?,Caesarea,Acts 24:1,Acts,24,1,1
2791,A,"According to Acts, chapter 24, verse 1, who was the high priest?",Ananias,Acts 24:1,Acts,24,1,1
2792,A,"According to Acts, chapter 24, verse 1, to where did the high priest Ananias go down?",Caesarea,Acts 24:1,Acts,24,1,1
2793,G,What was Tertullus?,A lawyer,Acts 24:1,Acts,24,1,1
2794,G,Who was a lawyer?,Tertullus,Acts 24:1,Acts,24,1,1
2795,S,"Situation question: who said it, and to whom: ""We have enjoyed a long period of peace under you, and your foresight has brought about reforms in this nation.""?",Tertullus said it to Felix [OR to the governor],Acts 24:2,Acts,24,2,2
2796,A,"According to Acts, chapter 24, verse 2, who was called in?",Paul,Acts 24:2,Acts,24,2,2
2797,G,What did Tertullus present before Felix?,His case,Acts 24:2,Acts,24,2,2
2798,G,What has Felix's foresight brought about in this nation?,Reforms,Acts 24:2,Acts,24,2,2
2799,G,Under whom have we enjoyed a long period of peace?,Felix,Acts 24:2,Acts,24,2,2
2800,G,Before whom did Tertullus present his case?,Felix,Acts 24:2,Acts,24,2,2
2801,G,Whose foresight has brought about reforms in this nation?,Felix's,Acts 24:2,Acts,24,2,2
2802,G,What has brought about reforms in this nation?,Felix's foresight,Acts 24:2,Acts,24,2,2
2803,G,Who presented his case before Felix?,Tertullus,Acts 24:2,Acts,24,2,2
2804,X,"In Acts, chapter 24, who is called ""most excellent""?",Felix,Acts 24:3,Acts,24,3,3
2805,A,"According to Acts, chapter 24, verse 3, who is most excellent?",Felix,Acts 24:3,Acts,24,3,3
2806,A,"According to Acts, chapter 24, verse 3, what is Felix?",Most excellent,Acts 24:3,Acts,24,3,3
2807,A,"According to Acts, chapter 24, verse 3, with what do we acknowledge this?",Profound gratitude,Acts 24:3,Acts,24,3,3
2808,G,Where do we acknowledge this with profound gratitude?,Everywhere,Acts 24:3,Acts,24,3,3
2809,S,"Situation question: who said it, and to whom: ""But in order not to weary you further, I would request that you be kind enough to hear us briefly.""?",Tertullus said it to Felix [OR to the governor],Acts 24:4,Acts,24,4,4
2810,G,Who would request that Felix be kind enough to hear them briefly?,Tertullus,Acts 24:4,Acts,24,4,4
2811,X,What did Tertullus say Paul was stirring up among the Jews all over the world?,Riots,Acts 24:5,Acts,24,5,5
2812,A,"According to Acts, chapter 24, verse 5, what have we found this man to be?",A troublemaker,Acts 24:5,Acts,24,5,5
2813,G,Who is a ringleader of the Nazarene sect?,Paul,Acts 24:5,Acts,24,5,5
2814,X,Whom did Tertullus say even tried to desecrate the temple?,Paul,Acts 24:6,Acts,24,6,6
2815,X,What did Tertullus say Paul even tried to desecrate?,The temple,Acts 24:6,Acts,24,6,6
2816,G,Who will be able to learn the truth about all these charges we are bringing against Paul by examining Paul himself?,Felix,Acts 24:8,Acts,24,8,8
2817,A,"According to Acts, chapter 24, verse 9, in what did the other Jews join?",The accusation,Acts 24:9,Acts,24,9,9
2818,A,"According to Acts, chapter 24, verse 10, how do I make my defense?",Gladly,Acts 24:10,Acts,24,10,10
2819,G,"Who replied: ""I know that for a number of years you have been a judge over this nation; so I gladly make my defense.""?",Paul,Acts 24:10,Acts,24,10,10
2820,G,Over what has the governor been a judge for a number of years?,This nation,Acts 24:10,Acts,24,10,10
2821,A,"According to Acts, chapter 24, verse 10, what do I gladly make?",My defense,Acts 24:10,Acts,24,10,10
2822,G,Who gladly makes his defense?,Paul,Acts 24:10,Acts,24,10,10
2823,G,For whom did the governor motion to speak?,Paul,Acts 24:10,Acts,24,10,10
2824,S,"Situation question: who said it, and to whom: ""You can easily verify that no more than twelve days ago I went up to Jerusalem to worship.""?",Paul said it to the governor [OR to Felix],Acts 24:11,Acts,24,11,11
2825,A,"According to Acts, chapter 24, verse 11, to where did I go up to worship?",Jerusalem,Acts 24:11,Acts,24,11,11
2826,A,"According to Acts, chapter 24, verse 11, why did I go up to Jerusalem?",To worship,Acts 24:11,Acts,24,11,11
2827,G,How can the governor verify that no more than twelve days ago Paul went up to Jerusalem to worship?,Easily,Acts 24:11,Acts,24,11,11
2828,G,Who did not find Paul stirring up a crowd in the synagogues or anywhere else in the city?,Paul's accusers,Acts 24:12,Acts,24,12,12
2829,G,With whom did Paul's accusers not find him arguing at the temple?,Anyone,Acts 24:12,Acts,24,12,12
2830,G,Whose accusers did not find him stirring up a crowd in the synagogues or anywhere else in the city?,Paul's,Acts 24:12,Acts,24,12,12
2831,G,Whose accusers did not find him arguing with anyone at the temple?,Paul's,Acts 24:12,Acts,24,12,12
2832,G,Who did not find Paul arguing with anyone at the temple?,Paul's accusers,Acts 24:12,Acts,24,12,12
2833,G,Who cannot prove to the governor the charges they are now making against Paul?,Paul's accusers,Acts 24:13,Acts,24,13,13
2834,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2835,X,"In Acts, chapter 24, who describes himself as a follower of the Way?",Paul,Acts 24:14,Acts,24,14,14
2836,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2837,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2838,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2839,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2840,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2841,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2842,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2843,Q,"Quote Acts, chapter 24, verse 14.","""However, I admit that I worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2844,V,"Finish this verse: ""However, I admit that I...""","""...worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2845,V,"Finish this verse: ""However, I admit that I...""","""...worship the God of our ancestors as a follower of the Way, which they call a sect. I believe everything that is in accordance with the Law and that is written in the Prophets,""",Acts 24:14,Acts,24,14,14
2846,A,"According to Acts, chapter 24, verse 14, what do they call the Way?",A sect,Acts 24:14,Acts,24,14,14
2847,A,"According to Acts, chapter 24, verse 14, what do they call a sect?",The Way,Acts 24:14,Acts,24,14,14
2848,A,"According to Acts, chapter 24, verse 14, of what am I a follower?",The Way,Acts 24:14,Acts,24,14,14
2849,G,Who believes everything that is in accordance with the Law and that is written in the Prophets?,Paul,Acts 24:14,Acts,24,14,14
2850,G,Who admits that he worships the God of our ancestors as a follower of the Way?,Paul,Acts 24:14,Acts,24,14,14
2851,G,Who has the same hope in God as these men themselves have?,Paul,Acts 24:15,Acts,24,15,15
2852,G,When does Paul strive to keep his conscience clear before God and man?,Always,Acts 24:16,Acts,24,16,16
2853,G,What does Paul strive always to keep clear before God and man?,His conscience,Acts 24:16,Acts,24,16,16
2854,G,Who strives always to keep his conscience clear before God and man?,Paul,Acts 24:16,Acts,24,16,16
2855,A,"According to Acts, chapter 24, verse 17, to where did I come?",Jerusalem,Acts 24:17,Acts,24,17,17
2856,G,To where did Paul come to bring his people gifts for the poor and to present offerings?,Jerusalem,Acts 24:17,Acts,24,17,17
2857,G,Who came to Jerusalem to bring his people gifts for the poor and to present offerings?,Paul,Acts 24:17,Acts,24,17,17
2858,A,"According to Acts, chapter 24, verse 18, in what was I not involved?",Any disturbance,Acts 24:18,Acts,24,18,18
2859,G,Who was ceremonially clean when they found him in the temple courts doing this?,Paul,Acts 24:18,Acts,24,18,18
2860,G,What will Felix decide when Lysias the commander comes?,Paul's case,Acts 24:22,Acts,24,22,22
2861,G,Under what did Felix order the centurion to keep Paul?,Guard,Acts 24:23,Acts,24,23,23
2862,X,"In Acts, chapter 24, whose wife was Jewish?",Felix's,Acts 24:24,Acts,24,24,24
2863,A,"According to Acts, chapter 24, verse 24, to whom did Felix listen?",Paul,Acts 24:24,Acts,24,24,24
2864,A,"According to Acts, chapter 24, verse 24, who spoke about faith in Christ Jesus?",Paul,Acts 24:24,Acts,24,24,24
2865,A,"According to Acts, chapter 24, verse 24, for whom did Felix send?",Paul,Acts 24:24,Acts,24,24,24
2866,G,Who was Felix's wife?,Drusilla,Acts 24:24,Acts,24,24,24
2867,Q,"Quote Acts, chapter 24, verse 25.","""As Paul talked about righteousness, self-control and the judgment to come, Felix was afraid and said, ""That's enough for now! You may leave. When I find it convenient, I will send for you.""""",Acts 24:25,Acts,24,25,25
2868,S,"Situation question: who said it, and to whom: ""That's enough for now! You may leave. When I find it convenient, I will send for you.""?",Felix [OR The governor] said it to Paul,Acts 24:25,Acts,24,25,25
2869,A,"According to Acts, chapter 24, verse 25, who was afraid?",Felix,Acts 24:25,Acts,24,25,25
2870,G,"Who talked about righteousness, self-control and the judgment to come?",Paul,Acts 24:25,Acts,24,25,25
2871,G,For whom will Felix send when he finds it convenient?,Paul,Acts 24:25,Acts,24,25,25
2872,A,"According to Acts, chapter 24, verse 26, when did he send for Paul?",Frequently,Acts 24:26,Acts,24,26,26
2873,A,"According to Acts, chapter 24, verse 26, with whom did he talk?",Paul,Acts 24:26,Acts,24,26,26
2874,A,"According to Acts, chapter 24, verse 26, for whom did he send?",Paul,Acts 24:26,Acts,24,26,26
2875,G,For whom did Felix send frequently?,Paul,Acts 24:26,Acts,24,26,26
2876,G,Who wanted to grant a favor to the Jews?,Felix,Acts 24:27,Acts,24,27,27
2877,G,Who left Paul in prison?,Felix,Acts 24:27,Acts,24,27,27
2878,G,Whom did Felix leave in prison?,Paul,Acts 24:27,Acts,24,27,27
2879,G,Who was succeeded by Porcius Festus?,Felix,Acts 24:27,Acts,24,27,27
2880,A,"According to Acts, chapter 25, verse 1, who arrived in the province?",Festus,Acts 25:1,Acts,25,1,1
2881,A,"According to Acts, chapter 25, verse 1, who went up from Caesarea to Jerusalem?",Festus,Acts 25:1,Acts,25,1,1
2882,A,"According to Acts, chapter 25, verse 1, to where did Festus go?",Jerusalem,Acts 25:1,Acts,25,1,1
2883,G,Who went up from Caesarea to Jerusalem three days after arriving in the province?,Festus,Acts 25:1,Acts,25,1,1
2884,G,To where did Festus go up from Caesarea?,Jerusalem,Acts 25:1,Acts,25,1,1
2885,G,To where did the chief priests and the Jewish leaders request Festus to have Paul transferred?,Jerusalem,Acts 25:3,Acts,25,3,3
2886,A,"According to Acts, chapter 25, verse 4, where is Paul being held?",At Caesarea,Acts 25:4,Acts,25,4,4
2887,A,"According to Acts, chapter 25, verse 4, where am I myself going soon?",Caesarea,Acts 25:4,Acts,25,4,4
2888,G,"Who answered, ""Paul is being held at Caesarea, and I myself am going there soon.""?",Festus,Acts 25:4,Acts,25,4,4
2889,G,Who is being held at Caesarea?,Paul,Acts 25:4,Acts,25,4,4
2890,G,When is Festus himself going to Caesarea?,Soon,Acts 25:4,Acts,25,4,4
2891,A,"According to Acts, chapter 25, verse 6, how many days did Festus spend with them?",Eight or ten,Acts 25:6,Acts,25,6,6
2892,A,"According to Acts, chapter 25, verse 6, who ordered that Paul be brought before him?",Festus,Acts 25:6,Acts,25,6,6
2893,A,"According to Acts, chapter 25, verse 6, who went down to Caesarea?",Festus,Acts 25:6,Acts,25,6,6
2894,G,Who convened the court the next day?,Festus,Acts 25:6,Acts,25,6,6
2895,A,"According to Acts, chapter 25, verse 7, who came in?",Paul,Acts 25:7,Acts,25,7,7
2896,X,"Who said, ""I have done nothing wrong against the Jewish law or against the temple or against Caesar.""?",Paul,Acts 25:8,Acts,25,8,8
2897,A,"According to Acts, chapter 25, verse 8, against whom have I done nothing wrong?",Caesar,Acts 25:8,Acts,25,8,8
2898,A,"According to Acts, chapter 25, verse 8, what did Paul make?",His defense,Acts 25:8,Acts,25,8,8
2899,A,"According to Acts, chapter 25, verse 8, who made his defense?",Paul,Acts 25:8,Acts,25,8,8
2900,G,Who has done nothing wrong against Caesar?,Paul,Acts 25:8,Acts,25,8,8
2901,G,Who has done nothing wrong against the Jewish law?,Paul,Acts 25:8,Acts,25,8,8
2902,G,"Who made his defense: ""I have done nothing wrong against the Jewish law or against the temple or against Caesar.""?",Paul,Acts 25:8,Acts,25,8,8
2903,G,Who has done nothing wrong against the temple?,Paul,Acts 25:8,Acts,25,8,8
2904,S,"Situation question: who said it, and to whom: ""Are you willing to go up to Jerusalem and stand trial before me there on these charges?""",Festus said it to Paul,Acts 25:9,Acts,25,9,9
2905,G,Who was wishing to do the Jews a favor?,Festus,Acts 25:9,Acts,25,9,9
2906,G,"Who said to Paul, ""Are you willing to go up to Jerusalem and stand trial before me there on these charges?""",Festus,Acts 25:9,Acts,25,9,9
2907,G,"To whom did Festus say, ""Are you willing to go up to Jerusalem and stand trial before me there on these charges?""",Paul,Acts 25:9,Acts,25,9,9
2908,X,Who knows very well that Paul has not done any wrong to the Jews?,Festus,Acts 25:10,Acts,25,10,10
2909,S,"Situation question: who said it, and to whom: ""I am now standing before Caesar's court, where I ought to be tried.""?",Paul said it to Festus,Acts 25:10,Acts,25,10,10
2910,G,Before whose court is Paul now standing?,Caesar's,Acts 25:10,Acts,25,10,10
2911,A,"According to Acts, chapter 25, verse 10, where am I now standing?",Before Caesar's court,Acts 25:10,Acts,25,10,10
2912,G,Who ought to be tried before Caesar's court?,Paul,Acts 25:10,Acts,25,10,10
2913,G,Who is now standing before Caesar's court?,Paul,Acts 25:10,Acts,25,10,10
2914,G,Who has not done any wrong to the Jews?,Paul,Acts 25:10,Acts,25,10,10
2915,S,"Situation question: who said it, and to whom: ""But if the charges brought against me by these Jews are not true, no one has the right to hand me over to them. I appeal to Caesar!""?",Paul said it to Festus,Acts 25:11,Acts,25,11,11
2916,S,"Situation question: who said it, and to whom: ""If, however, I am guilty of doing anything deserving death, I do not refuse to die.""?",Paul said it to Festus,Acts 25:11,Acts,25,11,11
2917,A,"According to Acts, chapter 25, verse 11, to whom do I appeal?",Caesar,Acts 25:11,Acts,25,11,11
2918,G,Who appeals to Caesar?,Paul,Acts 25:11,Acts,25,11,11
2919,G,Who does not refuse to die if he is guilty of doing anything deserving death?,Paul,Acts 25:11,Acts,25,11,11
2920,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2921,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2922,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2923,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2924,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2925,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2926,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2927,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2928,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2929,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2930,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2931,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2932,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2933,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2934,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2935,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2936,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2937,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2938,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2939,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2940,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2941,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2942,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2943,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2944,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2945,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2946,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2947,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2948,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2949,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2950,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2951,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2952,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2953,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2954,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2955,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2956,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2957,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2958,V,"Finish this verse: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2959,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2960,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2961,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2962,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2963,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2964,R,"Finish this verse and give the reference: ""After Festus had conferred with...""","""...his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2965,Q,"Quote Acts, chapter 25, verse 12.","""After Festus had conferred with his council, he declared: ""You have appealed to Caesar. To Caesar you will go!""""",Acts 25:12,Acts,25,12,12
2966,A,"According to Acts, chapter 25, verse 12, to whom will you go?",Caesar,Acts 25:12,Acts,25,12,12
2967,A,"According to Acts, chapter 25, verse 12, to whom have you appealed?",Caesar,Acts 25:12,Acts,25,12,12
2968,A,"According to Acts, chapter 25, verse 12, who had conferred with his council?",Festus,Acts 25:12,Acts,25,12,12
2969,A,"According to Acts, chapter 25, verse 12, with whom had Festus conferred?",His council,Acts 25:12,Acts,25,12,12
2970,G,"Who declared: ""You have appealed to Caesar. To Caesar you will go!""?",Festus,Acts 25:12,Acts,25,12,12
2971,A,"According to Acts, chapter 25, verse 14, what were they spending there?",Many days,Acts 25:14,Acts,25,14,14
2972,G,Whom did Felix leave as a prisoner?,Paul,Acts 25:14,Acts,25,14,14
2973,G,Whose case did Festus discuss with the king?,Paul's,Acts 25:14,Acts,25,14,14
2974,G,Who left Paul as a prisoner?,Felix,Acts 25:14,Acts,25,14,14
2975,G,Who discussed Paul's case with the king?,Festus,Acts 25:14,Acts,25,14,14
2976,G,"Who said, ""There is a man here whom Felix left as a prisoner.""?",Festus,Acts 25:14,Acts,25,14,14
2977,A,"According to Acts, chapter 25, verse 15, to where did I go?",Jerusalem,Acts 25:15,Acts,25,15,15
2978,G,Who told them that it is not the Roman custom to hand over anyone before they have faced their accusers and have had an opportunity to defend themselves against the charges?,Festus,Acts 25:16,Acts,25,16,16
2979,G,Who did not delay the case?,Festus,Acts 25:17,Acts,25,17,17
2980,A,"According to Acts, chapter 25, verse 18, who got up to speak?",His accusers,Acts 25:18,Acts,25,18,18
2981,A,"According to Acts, chapter 25, verse 18, who did not charge him with any of the crimes I had expected?",His accusers,Acts 25:18,Acts,25,18,18
2982,G,Whom did his accusers not charge with any of the crimes Festus had expected?,Paul,Acts 25:18,Acts,25,18,18
2983,A,"According to Acts, chapter 25, verse 19, about what did they have some points of dispute with him?",Their own religion,Acts 25:19,Acts,25,19,19
2984,G,With whom did Paul's accusers have some points of dispute about their own religion?,Paul,Acts 25:19,Acts,25,19,19
2985,A,"According to Acts, chapter 25, verse 20, to where did I ask if he would be willing to go?",Jerusalem,Acts 25:20,Acts,25,20,20
2986,G,Who was at a loss how to investigate such matters?,Festus,Acts 25:20,Acts,25,20,20
2987,G,Who asked if Paul would be willing to go to Jerusalem and stand trial there on these charges?,Festus,Acts 25:20,Acts,25,20,20
2988,G,To where did Festus ask Paul if he would be willing to go and stand trial there on these charges?,Jerusalem,Acts 25:20,Acts,25,20,20
2989,G,Whom did Festus ask if he would be willing to go to Jerusalem and stand trial there on these charges?,Paul,Acts 25:20,Acts,25,20,20
2990,G,Who ordered Paul held until he could send him to Caesar?,Festus,Acts 25:21,Acts,25,21,21
2991,G,Whom did Festus order held until he could send him to Caesar?,Paul,Acts 25:21,Acts,25,21,21
2992,G,Who made his appeal to be held over for the Emperor's decision?,Paul,Acts 25:21,Acts,25,21,21
2993,S,"Situation question: who said it, and to whom: ""Tomorrow you will hear him.""?",Festus said it to Agrippa,Acts 25:22,Acts,25,22,22
2994,X,"In Acts, chapter 25, who also wanted to hear Paul himself?",(King) Agrippa,Acts 25:22,Acts,25,22,22
2995,A,"According to Acts, chapter 25, verse 22, who would like to hear this man himself?",Agrippa,Acts 25:22,Acts,25,22,22
2996,A,"According to Acts, chapter 25, verse 22, when will you hear him?",Tomorrow,Acts 25:22,Acts,25,22,22
