Set Title,Set Number,Question Number,Type,Question,Answer,Reference,Book,Chapter,Verse,Begin Verse
"Set #1  all questions",1,2612,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2613,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2614,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2615,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2616,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2617,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2618,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2619,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2620,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2621,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2622,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2623,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2624,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2625,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2626,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2627,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2628,"R","Finish these verses and give the reference: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2629,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2630,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2631,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2632,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2633,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2634,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2635,"Q","Quote Acts, chapter 22, verses 14 through 16.","""""Then he said: 'The God of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2636,"V","Finish these verses: """"Then he said: 'The God...""","""...of our ancestors has chosen you to know his will and to see the Righteous One and to hear words from his mouth. You will be his witness to all people of what you have seen and heard. And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.'""","Acts 22:14-16",Acts,22,"14-16",14,
"Set #1  all questions",1,2637,"A","According to Acts, chapter 22, verse 14, whom has the God of our ancestors chosen you to see?","The Righteous One","Acts 22:14",Acts,22,"14",14,
"Set #1  all questions",1,2638,"A","According to Acts, chapter 22, verse 15, to whom will you be his witness?","All people","Acts 22:15",Acts,22,"15",15,
"Set #1  all questions",1,2639,"G","To whom will Paul be God's witness?","All people","Acts 22:15",Acts,22,"15",15,
"Set #1  all questions",1,2640,"S","Situation question: who said it, and to whom: ""And now what are you waiting for? Get up, be baptized and wash your sins away, calling on his name.""?","Ananias said it to Paul [OR to Saul]","Acts 22:16",Acts,22,"16",16,
"Set #1  all questions",1,2641,"A","According to Acts, chapter 22, verse 16, on what should you call?","His name","Acts 22:16",Acts,22,"16",16,
"Set #1  all questions",1,2642,"G","What should Paul wash away?","His sins","Acts 22:16",Acts,22,"16",16,
"Set #1  all questions",1,2643,"A","According to Acts, chapter 22, verse 17, into what did I fall?","A trance","Acts 22:17",Acts,22,"17",17,
"Set #1  all questions",1,2644,"A","According to Acts, chapter 22, verse 17, to where did I return?","Jerusalem","Acts 22:17",Acts,22,"17",17,
"Set #1  all questions",1,2645,"G","Who said, ""Quick! Leave Jerusalem immediately, because the people here will not accept your testimony about me.""?","The Lord","Acts 22:18",Acts,22,"18",18,
"Set #1  all questions",1,2646,"S","Situation question: who said it, and to whom: ""And when the blood of your martyr Stephen was shed, I stood there giving my approval and guarding the clothes of those who were killing him.""?","Paul [OR Saul] said it to the Lord","Acts 22:20",Acts,22,"20",20,
"Set #1  all questions",1,2647,"A","According to Acts, chapter 22, verse 20, what did I stand there giving?","My approval","Acts 22:20",Acts,22,"20",20,
"Set #1  all questions",1,2648,"A","According to Acts, chapter 22, verse 20, what was Stephen?","Your martyr","Acts 22:20",Acts,22,"20",20,
"Set #1  all questions",1,2649,"G","Who was the Lord's martyr?","Stephen","Acts 22:20",Acts,22,"20",20,
"Set #1  all questions",1,2650,"A","According to Acts, chapter 22, verse 21, to whom will I send you far away?","The Gentiles","Acts 22:21",Acts,22,"21",21,
"Set #1  all questions",1,2651,"G","Who said to Paul, ""Go; I will send you far away to the Gentiles.""?","The Lord","Acts 22:21",Acts,22,"21",21,
"Set #1  all questions",1,2652,"G","Who will send Paul far away to the Gentiles?","The Lord","Acts 22:21",Acts,22,"21",21,
"Set #1  all questions",1,2653,"S","Situation question: who said it, and about whom: ""Rid the earth of him! He's not fit to live!""?","The crowd said it, about Paul","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2654,"X","In Acts, chapter 22, whom did the crowd say was not fit to live?","Paul","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2655,"A","According to Acts, chapter 22, verse 22, to whom did the crowd listen until he said this?","Paul","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2656,"A","According to Acts, chapter 22, verse 22, who listened to Paul until he said this?","The crowd","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2657,"G","Who raised their voices and shouted, ""Rid the earth of him! He's not fit to live!""?","The crowd","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2658,"G","Who shouted, ""Rid the earth of him! He's not fit to live!""?","The crowd","Acts 22:22",Acts,22,"22",22,
"Set #1  all questions",1,2659,"A","According to Acts, chapter 22, verse 23, what were they throwing off?","Their cloaks","Acts 22:23",Acts,22,"23",23,
"Set #1  all questions",1,2660,"G","Who were shouting and throwing off their cloaks and flinging dust into the air?","The crowd","Acts 22:23",Acts,22,"23",23,
"Set #1  all questions",1,2661,"G","What were they flinging into the air?","Dust","Acts 22:23",Acts,22,"23",23,
"Set #1  all questions",1,2662,"G","Who were flinging dust into the air?","The crowd","Acts 22:23",Acts,22,"23",23,
"Set #1  all questions",1,2663,"G","Who directed that Paul be flogged and interrogated?","The commander","Acts 22:24",Acts,22,"24",24,
"Set #1  all questions",1,2664,"S","Situation question: who said it, and to whom: ""Is it legal for you to flog a Roman citizen who hasn't even been found guilty?""","Paul said it to the centurion (standing there)","Acts 22:25",Acts,22,"25",25,
"Set #1  all questions",1,2665,"A","According to Acts, chapter 22, verse 25, who was standing there?","A centurion","Acts 22:25",Acts,22,"25",25,
"Set #1  all questions",1,2666,"G","Who said to the centurion standing there, ""Is it legal for you to flog a Roman citizen who hasn't even been found guilty?""","Paul","Acts 22:25",Acts,22,"25",25,
"Set #1  all questions",1,2667,"S","Situation question: who said it, and to whom: ""What are you going to do? This man is a Roman citizen.""?","The centurion said it to the commander","Acts 22:26",Acts,22,"26",26,
"Set #1  all questions",1,2668,"A","According to Acts, chapter 22, verse 26, who went to the commander and reported it?","The centurion","Acts 22:26",Acts,22,"26",26,
"Set #1  all questions",1,2669,"A","According to Acts, chapter 22, verse 26, who heard this?","The centurion","Acts 22:26",Acts,22,"26",26,
"Set #1  all questions",1,2670,"A","According to Acts, chapter 22, verse 26, to whom did the centurion go?","The commander","Acts 22:26",Acts,22,"26",26,
"Set #1  all questions",1,2671,"G","Who asked, ""What are you going to do? This man is a Roman citizen.""?","The centurion","Acts 22:26",Acts,22,"26",26,
"Set #1  all questions",1,2672,"A","According to Acts, chapter 22, verse 27, to whom did the commander go?","Paul","Acts 22:27",Acts,22,"27",27,
"Set #1  all questions",1,2673,"A","According to Acts, chapter 22, verse 27, who is a Roman citizen?","Paul","Acts 22:27",Acts,22,"27",27,
"Set #1  all questions",1,2674,"G","Who asked, ""Tell me, are you a Roman citizen?""","The commander","Acts 22:27",Acts,22,"27",27,
"Set #1  all questions",1,2675,"G","Who went to Paul and asked, ""Tell me, are you a Roman citizen?""","The commander","Acts 22:27",Acts,22,"27",27,
"Set #1  all questions",1,2676,"S","Situation question: who said it, and to whom: ""But I was born a citizen.""?","Paul said it to the commander","Acts 22:28",Acts,22,"28",28,
"Set #1  all questions",1,2677,"G","Who replied, ""But I was born a citizen.""?","Paul","Acts 22:28",Acts,22,"28",28,
"Set #1  all questions",1,2678,"G","Who was born a citizen?","Paul","Acts 22:28",Acts,22,"28",28,
"Set #1  all questions",1,2679,"G","Who had to pay a lot of money for his citizenship?","The commander","Acts 22:28",Acts,22,"28",28,
"Set #1  all questions",1,2680,"A","According to Acts, chapter 22, verse 29, who was a Roman citizen?","Paul","Acts 22:29",Acts,22,"29",29,
"Set #1  all questions",1,2681,"A","According to Acts, chapter 22, verse 30, who released Paul?","The commander","Acts 22:30",Acts,22,"30",30,
"Set #1  all questions",1,2682,"G","Whom did the commander release?","Paul","Acts 22:30",Acts,22,"30",30,
"Set #1  all questions",1,2683,"S","Situation question: who said it, and how: ""My brothers, I have fulfilled my duty to God in all good conscience to this day.""?","Paul said it, looking straight at the Sanhedrin","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2684,"A","According to Acts, chapter 23, verse 1, how have I fulfilled my duty to God?","In all good conscience","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2685,"R","Finish this verse and give the reference: ""Paul looked straight at the...""","""...Sanhedrin and said, ""My brothers, I have fulfilled my duty to God in all good conscience to this day.""""","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2686,"A","According to Acts, chapter 23, verse 1, what have I fulfilled?","My duty to God","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2687,"G","To whom has Paul fulfilled his duty in all good conscience to this day?","God","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2688,"G","Who said, ""My brothers, I have fulfilled my duty to God in all good conscience to this day.""?","Paul","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2689,"G","Who looked straight at the Sanhedrin and said, ""My brothers, I have fulfilled my duty to God in all good conscience to this day.""?","Paul","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2690,"G","Who has fulfilled his duty to God in all good conscience to this day?","Paul","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2691,"G","To when has Paul fulfilled his duty to God in all good conscience?","This day","Acts 23:1",Acts,23,"1",1,
"Set #1  all questions",1,2692,"X","In Acts, chapter 23, who was the high priest?","Ananias","Acts 23:2",Acts,23,"2",2,
"Set #1  all questions",1,2693,"X","In Acts, chapter 23, what was Ananias?","The high priest","Acts 23:2",Acts,23,"2",2,
"Set #1  all questions",1,2694,"A","According to Acts, chapter 23, verse 2, who was the high priest?","Ananias","Acts 23:2",Acts,23,"2",2,
"Set #1  all questions",1,2695,"A","According to Acts, chapter 23, verse 2, what was Ananias?","The high priest","Acts 23:2",Acts,23,"2",2,
"Set #1  all questions",1,2696,"S","Situation question: who said it, and to whom: ""God will strike you, you whitewashed wall! You sit there to judge me according to the law, yet you yourself violate the law by commanding that I be struck!""?","Paul said it to the high priest Ananias","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2697,"A","According to Acts, chapter 23, verse 3, what are you?","A whitewashed wall","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2698,"A","According to Acts, chapter 23, verse 3, what will God do?","Strike you","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2699,"G","Who said to the high priest Ananias, ""God will strike you, you whitewashed wall! You sit there to judge me according to the law, yet you yourself violate the law by commanding that I be struck!""?","Paul","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2700,"G","What does the high priest Ananias himself violate?","The law","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2701,"G","Who will strike the high priest Ananias?","God","Acts 23:3",Acts,23,"3",3,
"Set #1  all questions",1,2702,"S","Situation question: who said it, and to whom: ""How dare you insult God's high priest!""?","Those who were standing near Paul said it to Paul","Acts 23:4",Acts,23,"4",4,
"Set #1  all questions",1,2703,"X","From what Old Testament book does the following quotation come: ""Do not speak evil about the ruler of your people.""?","Exodus","Acts 23:5",Acts,23,"5",5,
"Set #1  all questions",1,2704,"G","Who replied, ""Brothers, I did not realize that he was the high priest; for it is written: 'Do not speak evil about the ruler of your people.'""?","Paul","Acts 23:5",Acts,23,"5",5,
"Set #1  all questions",1,2705,"A","According to Acts, chapter 23, verse 6, who called out in the Sanhedrin?","Paul","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2706,"G","Who stands on trial because of the hope of the resurrection of the dead?","Paul","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2707,"G","Who called out in the Sanhedrin, ""My brothers, I am a Pharisee, descended from Pharisees. I stand on trial because of the hope of the resurrection of the dead.""?","Paul","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2708,"G","Who is descended from Pharisees?","Paul","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2709,"G","Who knew that some of them were Sadducees and the others Pharisees?","Paul","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2710,"G","From whom is Paul descended?","Pharisees","Acts 23:6",Acts,23,"6",6,
"Set #1  all questions",1,2711,"A","According to Acts, chapter 23, verse 7, what was divided?","The assembly","Acts 23:7",Acts,23,"7",7,
"Set #1  all questions",1,2712,"G","What broke out between the Pharisees and the Sadducees?","A dispute","Acts 23:7",Acts,23,"7",7,
"Set #1  all questions",1,2713,"A","According to Acts, chapter 23, verse 8, who believe all these things?","The Pharisees","Acts 23:8",Acts,23,"8",8,
"Set #1  all questions",1,2714,"G","Who say that there are neither angels nor spirits?","The Sadducees","Acts 23:8",Acts,23,"8",8,
"Set #1  all questions",1,2715,"G","Who say that there is no resurrection?","The Sadducees","Acts 23:8",Acts,23,"8",8,
"Set #1  all questions",1,2716,"A","According to Acts, chapter 23, verse 9, what was there?","A great uproar","Acts 23:9",Acts,23,"9",9,
"Set #1  all questions",1,2717,"A","According to Acts, chapter 23, verse 9, what do we find wrong with this man?","Nothing","Acts 23:9",Acts,23,"9",9,
"Set #1  all questions",1,2718,"A","According to Acts, chapter 23, verse 9, what were some of the teachers of the law?","Pharisees","Acts 23:9",Acts,23,"9",9,
"Set #1  all questions",1,2719,"G","By what did the commander order the troops to take Paul away from them?","Force","Acts 23:10",Acts,23,"10",10,
"Set #1  all questions",1,2720,"G","Who ordered the troops to go down and take Paul away from them by force and bring him into the barracks?","The commander","Acts 23:10",Acts,23,"10",10,
"Set #1  all questions",1,2721,"G","Who was afraid Paul would be torn to pieces by them?","The commander","Acts 23:10",Acts,23,"10",10,
"Set #1  all questions",1,2722,"G","What became so violent that the commander was afraid Paul would be torn to pieces by them?","The dispute","Acts 23:10",Acts,23,"10",10,
"Set #1  all questions",1,2723,"G","Whom did the commander order to go down and take Paul away from them by force and bring him into the barracks?","The troops","Acts 23:10",Acts,23,"10",10,
"Set #1  all questions",1,2724,"S","Situation question: who said it, and to whom: ""Take courage! As you have testified about me in Jerusalem, so you must also testify in Rome.""?","The Lord said it to Paul","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2725,"S","Situation question: who said it, to whom, and when: ""Take courage! As you have testified about me in Jerusalem, so you must also testify in Rome.""?","The Lord said it to Paul, the following night","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2726,"A","According to Acts, chapter 23, verse 11, where have you testified about me?","In Jerusalem","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2727,"G","Who stood near Paul and said, ""Take courage! As you have testified about me in Jerusalem, so you must also testify in Rome.""?","The Lord","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2728,"A","According to Acts, chapter 23, verse 11, where must you also testify?","In Rome","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2729,"A","According to Acts, chapter 23, verse 11, where did the Lord stand?","Near Paul","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2730,"A","According to Acts, chapter 23, verse 11, who should take courage?","Paul","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2731,"A","According to Acts, chapter 23, verse 11, who stood near Paul?","The Lord","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2732,"G","Who must also testify about the Lord in Rome?","Paul","Acts 23:11",Acts,23,"11",11,
"Set #1  all questions",1,2733,"A","According to Acts, chapter 23, verse 12, what did some Jews form?","A conspiracy","Acts 23:12",Acts,23,"12",12,
"Set #1  all questions",1,2734,"G","Who bound themselves with an oath not to eat or drink until they had killed Paul?","Some Jews","Acts 23:12",Acts,23,"12",12,
"Set #1  all questions",1,2735,"A","According to Acts, chapter 23, verse 12, when did some Jews form a conspiracy?","The next morning","Acts 23:12",Acts,23,"12",12,
"Set #1  all questions",1,2736,"A","According to Acts, chapter 23, verse 12, who formed a conspiracy?","Some Jews","Acts 23:12",Acts,23,"12",12,
"Set #1  all questions",1,2737,"G","Who formed a conspiracy and bound themselves with an oath not to eat or drink until they had killed Paul?","Some Jews","Acts 23:12",Acts,23,"12",12,
"Set #1  all questions",1,2738,"X","In Acts, chapter 23, how many men were involved in a plot to kill Paul?","More than forty","Acts 23:13",Acts,23,"13",13,
"Set #1  all questions",1,2739,"G","Whom are more than forty men ready to kill before he gets here?","Paul","Acts 23:15",Acts,23,"15",15,
"Set #1  all questions",1,2740,"G","Whom should the chief priests and the elders and the Sanhedrin petition to bring Paul before them?","The commander","Acts 23:15",Acts,23,"15",15,
"Set #1  all questions",1,2741,"G","Into where did the son of Paul's sister go?","The barracks","Acts 23:16",Acts,23,"16",16,
"Set #1  all questions",1,2742,"G","Who said, ""Take this young man to the commander; he has something to tell him.""?","Paul","Acts 23:17",Acts,23,"17",17,
"Set #1  all questions",1,2743,"A","According to Acts, chapter 23, verse 17, to whom should you take this young man?","The commander","Acts 23:17",Acts,23,"17",17,
"Set #1  all questions",1,2744,"G","Who called one of the centurions and said, ""Take this young man to the commander; he has something to tell him.""?","Paul","Acts 23:17",Acts,23,"17",17,
"Set #1  all questions",1,2745,"S","Situation question: who said it, and to whom: ""Paul, the prisoner, sent for me and asked me to bring this young man to you because he has something to tell you.""?","The centurion said it to the commander","Acts 23:18",Acts,23,"18",18,
"Set #1  all questions",1,2746,"G","Who said, ""Paul, the prisoner, sent for me and asked me to bring this young man to you because he has something to tell you.""?","The centurion","Acts 23:18",Acts,23,"18",18,
"Set #1  all questions",1,2747,"G","To whom did the centurion take the son of Paul's sister?","The commander","Acts 23:18",Acts,23,"18",18,
"Set #1  all questions",1,2748,"A","According to Acts, chapter 23, verse 18, who has something to tell you?","This young man","Acts 23:18",Acts,23,"18",18,
"Set #1  all questions",1,2749,"A","According to Acts, chapter 23, verse 18, who sent for me?","Paul (the prisoner)","Acts 23:18",Acts,23,"18",18,
"Set #1  all questions",1,2750,"G","Who took the young man by the hand, drew him aside and asked, ""What is it you want to tell me?""","The commander","Acts 23:19",Acts,23,"19",19,
"Set #1  all questions",1,2751,"A","According to Acts, chapter 23, verse 20, who have agreed to ask you to bring Paul before the Sanhedrin?","Some Jews","Acts 23:20",Acts,23,"20",20,
"Set #1  all questions",1,2752,"G","For whom are more than forty Jews waiting in ambush?","Paul","Acts 23:21",Acts,23,"21",21,
"Set #1  all questions",1,2753,"A","According to Acts, chapter 23, verse 22, whom did the commander dismiss?","The young man","Acts 23:22",Acts,23,"22",22,
"Set #1  all questions",1,2754,"G","Who dismissed the young man with this warning: ""Don't tell anyone that you have reported this to me.""?","The commander","Acts 23:22",Acts,23,"22",22,
"Set #1  all questions",1,2755,"S","Situation question: who said it, and to whom: ""Get ready a detachment of two hundred soldiers, seventy horsemen and two hundred spearmen to go to Caesarea at nine tonight.""?","The commander said it to two of his centurions","Acts 23:23",Acts,23,"23",23,
"Set #1  all questions",1,2756,"S","Situation question: who said it, and to whom: ""Provide horses for Paul so that he may be taken safely to Governor Felix.""?","The commander said it to two of his centurions","Acts 23:23-24",Acts,23,"23-24",23,
"Set #1  all questions",1,2757,"G","Who ordered two of his centurions, ""Get ready a detachment of two hundred soldiers, seventy horsemen and two hundred spearmen to go to Caesarea at nine tonight.""?","The commander","Acts 23:23",Acts,23,"23",23,
"Set #1  all questions",1,2758,"G","How many horsemen should two of the commander's centurions get ready to go to Caesarea at nine tonight?","Seventy","Acts 23:23",Acts,23,"23",23,
"Set #1  all questions",1,2759,"G","How many spearmen should two of the commander's centurions get ready to go to Caesarea at nine tonight?","Two hundred","Acts 23:23",Acts,23,"23",23,
"Set #1  all questions",1,2760,"G","Who ordered two of his centurions, ""Provide horses for Paul so that he may be taken safely to Governor Felix.""?","The commander","Acts 23:23-24",Acts,23,"23-24",23,
"Set #1  all questions",1,2761,"A","According to Acts, chapter 23, verse 24, to whom may Paul be taken safely?","Governor Felix","Acts 23:24",Acts,23,"24",24,
"Set #1  all questions",1,2762,"A","According to Acts, chapter 23, verse 24, what should be provided for Paul?","Horses","Acts 23:24",Acts,23,"24",24,
"Set #1  all questions",1,2763,"G","What should two of the commander's centurions provide for Paul?","Horses","Acts 23:24",Acts,23,"24",24,
"Set #1  all questions",1,2764,"G","For whom should two of the commander's centurions provide horses?","Paul","Acts 23:24",Acts,23,"24",24,
"Set #1  all questions",1,2765,"A","According to Acts, chapter 23, verse 25, what did he write?","A letter","Acts 23:25",Acts,23,"25",25,
"Set #1  all questions",1,2766,"G","What did Claudius Lysias write to Governor Felix?","A letter","Acts 23:25-26",Acts,23,"25-26",25,
"Set #1  all questions",1,2767,"X","In Acts, chapter 23, who was the commander?","Claudius Lysias","Acts 23:26",Acts,23,"26",26,
"Set #1  all questions",1,2768,"G","Who is His Excellency?","Governor Felix","Acts 23:26",Acts,23,"26",26,
"Set #1  all questions",1,2769,"X","In Acts, chapter 23, whom were the Jews about to kill?","Paul","Acts 23:27",Acts,23,"27",27,
"Set #1  all questions",1,2770,"X","In Acts, chapter 23, who was seized by the Jews?","Paul","Acts 23:27",Acts,23,"27",27,
"Set #1  all questions",1,2771,"A","According to Acts, chapter 23, verse 27, with whom did I come?","My troops","Acts 23:27",Acts,23,"27",27,
